"","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","gene","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y"
"81",0,0.740676662448693,0.975,0.922,0,"COX6A1",8.97965175616841e-06,-0.0242522077211431,0.975,0.999,0.32866423392752
"82",0,-1.13845832126244,0.95,1,0,"NRL",0,3.17929409155799,0.95,0.636,0
"83",0,0.596878457428383,0.983,0.936,0,"COX7A2",1.03481045982171e-14,-0.0664791369136482,0.983,1,3.78750976399343e-10
"84",0,-0.799895250304895,0.916,0.962,0,"RIMS2",0,-1.00688375187424,0.916,0.997,0
"85",0,-0.874021354652922,0.951,0.992,0,"EPB41L2",0,1.01852306109675,0.951,0.957,0
"86",0,0.64746927403785,0.992,0.955,0,"COX7C",1.69846593463752e-71,-0.1951475927852,0.992,1,6.21655516736679e-67
"87",0,-1.31607514317385,0.962,0.998,0,"CADM1",4.13762231313606e-230,1.05633605875077,0.962,0.992,1.51441114283093e-225
"88",0,0.629051717815241,0.996,0.964,0,"UQCRH",2.1976604126875e-74,-0.185234320798275,0.996,1,8.04365687647752e-70
"89",0,-1.00079571707219,0.969,1,0,"AIPL1",0.000119902917154444,0.16781044184959,0.969,0.998,1
"90",0,-1.0494511413696,0.974,0.993,0,"CPE",1.36902470208268e-293,-0.483707067127503,0.974,0.999,5.01076731209282e-289
"91",0,-0.714795880191589,0.978,0.995,0,"FSTL5",0,-0.74492601893776,0.978,1,0
"92",0,-1.27384768023224,0.986,1,0,"CADM2",1.48647235637345e-189,-0.393590476408681,0.986,1,5.44063747156247e-185
"93",0,0.822389027201305,0.999,0.992,0,"EIF1",0,0.696680718426154,0.999,1,0
"94",0,-1.10992290297368,0.994,0.999,0,"HMGN1",4.3997996107186e-101,0.421178636732827,0.994,0.999,1.61037065551912e-96
"95",0,0.415515101897341,1,0.998,0,"RPL41",6.12628430631306e-308,0.400278336782392,1,1,2.24228131895364e-303
"96",0,0.514225735885906,0.999,0.997,0,"RPS2",4.27121486644642e-49,0.173135534230759,0.999,1,1.56330735326805e-44
"97",0,0.860534498767524,0.999,0.999,0,"FTL",3.16942960925624e-162,0.583949738561984,0.999,1,1.16004293128387e-157
"98",3.32975137945673e-306,0.773459221979457,0.939,0.773,1.21872230239496e-301,"PSMA7",8.77753184851559e-34,0.243840218179792,0.939,0.987,3.21266443187519e-29
"99",6.0227504073751e-306,1.68586977750116,0.487,0.162,2.20438687660336e-301,"GRIP1",4.15042024275851e-19,-0.230741245881742,0.487,0.621,1.51909531305204e-14
"100",2.72495331976599e-305,-1.1030679155003,0.636,0.816,9.97360164567551e-301,"SEMA3A",1.9763635056914e-82,1.01934304488558,0.636,0.642,7.23368806718108e-78
"101",8.85804671380474e-300,-1.03085949120436,0.675,0.815,3.24213367771967e-295,"OSBP2",5.36435487975369e-35,0.530169304558937,0.675,0.736,1.96340752953865e-30
"102",9.44224502372478e-300,0.674644847529668,0.969,0.906,3.45595610113351e-295,"SPCS1",4.95583099128744e-204,0.550515127032481,0.969,0.994,1.81388370112112e-199
"103",2.60666820798715e-290,0.710385932708857,0.943,0.84,9.54066630805377e-286,"NDUFB2",1.62413407858314e-56,-0.214726732364387,0.943,0.993,5.94449314102215e-52
"104",1.29005737968404e-288,0.7114477967122,0.958,0.834,4.72173901538154e-284,"NPM1",8.19851795907766e-72,0.340815926149779,0.958,0.992,3.00073955820202e-67
"105",4.86629390137225e-288,0.833407772268866,0.908,0.706,1.78111223084126e-283,"CHCHD10",1.93273466300177e-90,-0.324135592850351,0.908,0.985,7.07400214005277e-86
"106",3.9363116881497e-287,0.846120022166736,0.902,0.707,1.44072944097967e-282,"CYCS",3.40923385158266e-48,-0.202479491601931,0.902,0.989,1.24781368201777e-43
"107",5.31637740517805e-287,0.834210382456041,0.911,0.716,1.94584729406922e-282,"ATP5MD",0.820559437960385,0.0600714160054014,0.911,0.985,1
"108",4.05640651108984e-284,-1.31818281626881,0.495,0.699,1.48468534712399e-279,"CRB1",7.79734306709325e-130,-0.555926871265932,0.495,0.789,2.8539055359868e-125
"109",1.30369345169845e-283,-0.707592931658076,0.57,0.913,4.7716484025615e-279,"MT-ND5",1.39245757038698e-165,-0.570390250895747,0.57,0.83,5.09653395337339e-161
"110",3.17501130950223e-283,1.222539882285,0.663,0.314,1.16208588939091e-278,"GNAI3",1.12203475435386e-92,-0.453759260958093,0.663,0.878,4.10675940441057e-88
"111",1.78150903444692e-281,2.23381636215027,0.4,0.124,6.52050121697919e-277,"NRXN3",7.99468643747293e-29,0.652611206454428,0.4,0.337,2.92613518297947e-24
"112",2.99697328232577e-280,0.612682003746769,0.961,0.897,1.09692219106406e-275,"NDUFA13",2.25933134968272e-17,-0.0969832151505408,0.961,0.997,8.26937867297373e-13
"113",1.3920201978116e-279,5.35898089547433,0.203,0.014,5.09493312601024e-275,"DCT",4.36669334551778e-64,2.286260911392,0.203,0.099,1.59825343139296e-59
"114",3.43749588938169e-277,0.89831423496621,0.937,0.767,1.25815787047259e-272,"ZFAS1",1.81428507341173e-125,0.621885622979287,0.937,0.968,6.64046479719426e-121
"115",3.72971596453227e-276,-1.15921205231456,0.614,0.757,1.36511334017846e-271,"KCNB1",0,-0.885983544952061,0.614,0.912,0
"116",2.45056162136857e-275,-0.92439986551602,0.696,0.835,8.96930059037112e-271,"RORB",0.426857954954993,0.180003837404956,0.696,0.834,1
"117",8.40323049457535e-271,0.740128743876668,0.97,0.936,3.07566639331952e-266,"NDUFA4",6.87587594768051e-174,-0.431500957707622,0.97,0.997,2.51663935561054e-169
"118",1.30935037023117e-270,0.694421846469853,0.946,0.821,4.79235329008309e-266,"LDHB",1.40920541501036e-18,0.185670274037482,0.946,0.989,5.15783273947942e-14
"119",3.86297424263578e-269,1.39541347359789,0.629,0.314,1.41388720254712e-264,"STXBP5L",0,-1.08646410616925,0.629,0.914,0
"120",2.64996763968842e-267,0.742511202096293,0.923,0.763,9.69914655802357e-263,"NME2",0,-0.787945856829809,0.923,0.997,0
"121",9.18540626962352e-267,0.459905214852426,0.997,0.974,3.3619505487449e-262,"RPS28",8.65529618515853e-07,0.0571137124331442,0.997,1,0.0316792495672987
"122",1.08909578752575e-265,0.571003851270386,0.974,0.888,3.98619949192298e-261,"ATP5MG",9.68663596249486e-39,-0.152393125500752,0.974,0.999,3.54540562863274e-34
"123",1.74095868923496e-265,-1.04528160572815,0.627,0.778,6.37208289846886e-261,"ALDOC",5.40575034127357e-05,0.0945915966291114,0.627,0.777,1
"124",4.10528856562858e-265,0.562588869843478,0.998,0.997,1.50257666790572e-260,"FTH1",2.14556571066452e-05,0.138830112394826,0.998,1,0.785298505760321
"125",5.15675211122647e-265,0.882077758873089,0.886,0.701,1.88742284023e-260,"HSPE1",1.05204843344897e-74,0.474080854288026,0.886,0.955,3.85060247126658e-70
"126",2.20560475525729e-264,0.754226173234178,0.946,0.825,8.07273396471722e-260,"ZNF326",9.44360064565345e-70,0.388218830243408,0.946,0.984,3.45645227231562e-65
"127",1.43063127204779e-263,0.976432095389954,0.837,0.58,5.2362535188221e-259,"NRCAM",1.06363608231543e-08,0.0344474590022767,0.837,0.954,0.000389301442488272
"128",2.13661282836644e-263,-0.915429467720929,0.716,0.822,7.820216613104e-259,"ELOVL4",4.09253389686569e-116,-0.408269064546604,0.716,0.936,1.49790833159181e-111
"129",1.01649669099373e-262,0.609591225203368,0.962,0.858,3.72047953870617e-258,"ELOB",6.00213361504523e-12,0.126858923635772,0.962,0.996,2.19684092444271e-07
"130",8.14829542715945e-262,-0.771565750911797,0.812,0.897,2.98235760929463e-257,"ABCA4",9.76840254692994e-05,0.178438831745915,0.812,0.904,1
"131",6.54512040581001e-260,1.2860172759467,0.812,0.549,2.39557951973052e-255,"GADD45A",0,1.8600421806005,0.812,0.645,0
"132",9.37092045419728e-258,-0.855221646798662,0.765,0.902,3.42985059544075e-253,"DLG2",0,-1.06570420491729,0.765,0.974,0
"133",1.78172630456703e-257,-0.907072758428145,0.749,0.853,6.52129644734579e-253,"ZBTB20",2.91755411109128e-17,0.356799062569875,0.749,0.825,1.06785398020052e-12
"134",1.39915735233405e-256,-1.0527142974588,0.581,0.739,5.12105582527785e-252,"PPP3R1",4.44925656721374e-117,-0.484588551557261,0.581,0.847,1.6284723961659e-112
"135",1.00551971101337e-255,-0.504127277552283,0.729,0.971,3.68030269428003e-251,"MT-CO1",4.11107070986565e-94,-0.382280108481966,0.729,0.881,1.50469299051793e-89
"136",6.92522306078259e-254,0.48922422492225,0.994,0.943,2.53470089247703e-249,"RPL36",2.03038952024513e-165,0.371100370820369,0.994,0.999,7.43142868304921e-161
"137",2.45844076872634e-253,0.541410620071242,0.99,0.958,8.99813905761528e-249,"CD63",0.043284718109037,-0.0165502431995117,0.99,1,1
"138",5.86982991907617e-253,1.20699542662017,0.818,0.586,2.14841644868107e-248,"GAS5",4.40206090659341e-118,0.864904434591008,0.818,0.864,1.61119831242226e-113
"139",3.48771456364039e-251,0.55160318747972,0.974,0.902,1.27653840743802e-246,"COX4I1",2.09812270186174e-100,-0.258162706035486,0.974,0.999,7.67933890108415e-96
"140",7.48422668784635e-251,0.82945135883238,0.866,0.625,2.73930181001864e-246,"ATP5PO",1.23832668015072e-10,0.17464294913095,0.866,0.948,4.53239948201963e-06
"141",7.30080425570917e-250,0.604770385390286,0.958,0.886,2.67216736563211e-245,"COX5B",6.40388506065792e-65,-0.21772114238482,0.958,0.998,2.34388597105141e-60
"142",1.11102959517358e-242,0.531578764716296,0.972,0.897,4.06647942129483e-238,"HINT1",0.240829476017376,0.00903335866401589,0.972,0.999,1
"143",7.18416528734561e-242,2.02252626925246,0.577,0.291,2.62947633682137e-237,"FABP7",6.02976244389986e-295,2.65815462878359,0.577,0.352,2.20695335209179e-290
"144",3.57787774725101e-240,0.771733611517518,0.886,0.673,1.30953903427134e-235,"NDUFAB1",4.69905077328021e-14,-0.058718872457673,0.886,0.979,1.71989957352829e-09
"145",1.53726560643725e-238,-1.16928337951271,0.535,0.703,5.62654584612097e-234,"PDE4D",9.01405898791751e-157,-0.66043636914051,0.535,0.827,3.29923573016769e-152
"146",5.45636592673904e-238,0.973130620761792,0.746,0.427,1.99708449284575e-233,"RHEB",1.14136502611978e-91,0.624208938741616,0.746,0.786,4.17751013210102e-87
"147",1.05975189527739e-237,1.23154703639111,0.653,0.352,3.87879791190477e-233,"SNHG7",4.35342526674584e-33,0.6236098855257,0.653,0.738,1.59339718188165e-28
"148",7.32229554334256e-236,0.554914624029397,0.967,0.876,2.68003339181881e-231,"ATP5PF",3.21989858404162e-32,-0.136205630675851,0.967,0.997,1.17851508074508e-27
"149",2.97675940627211e-230,0.781891623885701,0.88,0.696,1.08952371028966e-225,"PRDX5",0.486636881687209,0.0708617848206763,0.88,0.974,1
"150",6.4156310766395e-230,-0.56260147858661,0.934,0.965,2.34818513036082e-225,"ENO2",4.09563833441268e-184,-0.40874307878732,0.934,0.994,1.49904458677839e-179
"151",3.04099760686731e-229,0.566509023617144,0.957,0.872,1.1130355340895e-224,"NDUFC2",0.081131277786204,0.00126725354425572,0.957,0.996,1
"152",1.25018475359961e-228,-0.685179610970167,0.873,0.936,4.57580121664994e-224,"ZNF385B",4.61682709743156e-14,0.248845141459351,0.873,0.932,1.68980488593093e-09
"153",3.99465768387684e-227,-0.585672116567518,0.931,0.974,1.46208465887576e-222,"NTM",8.81151630761055e-94,-0.27414210970847,0.931,0.994,3.22510308374854e-89
"154",4.66374991956755e-226,0.69509050974379,0.885,0.676,1.70697910806092e-221,"ATP5F1C",1.61843006542452e-06,0.11976166905087,0.885,0.957,0.0592361588246027
"155",3.69169731948004e-223,-1.04976049924945,0.549,0.71,1.35119813590289e-218,"TPM1",3.06375533464469e-267,-0.80434156171544,0.549,0.894,1.1213650900333e-262
"156",3.69327166421727e-223,-1.06271538947243,0.594,0.773,1.35177436182016e-218,"NRG1",0,-1.9657075975061,0.594,0.967,0
"157",4.77323998572562e-222,0.828820947246884,0.819,0.554,1.74705356717543e-217,"C1orf122",1.8706001432975e-172,-0.467904268821398,0.819,0.976,6.84658358448319e-168
"158",5.84496573780598e-222,0.81293335010953,0.858,0.637,2.13931590969437e-217,"TOMM6",1.02788929029539e-84,0.470860347637785,0.858,0.917,3.76217759141016e-80
"159",1.20244925857724e-220,-1.13522402384935,0.521,0.692,4.40108453131856e-216,"ADGRL2",1.59117043283133e-233,-0.842747943512287,0.521,0.836,5.82384290120597e-229
"160",2.23073354745615e-220,1.47267851057169,0.397,0.136,8.16470785704426e-216,"C4orf48",2.50089388602554e-112,-0.511938442318623,0.397,0.69,9.15352171224206e-108
"161",8.14081193591394e-220,0.582635240995,0.96,0.861,2.97961857666386e-215,"COX7B",0.000110461551558003,-0.01558414303739,0.96,0.997,1
"162",1.17871553401158e-219,1.68894423691869,0.334,0.096,4.31421672603579e-215,"FRMD4A",1.0504907690444e-175,-0.880391207302688,0.334,0.646,3.84490126377942e-171
"163",9.66029067852761e-218,0.913942949703649,0.717,0.407,3.53576299124789e-213,"CMSS1",1.27292119539326e-69,0.607149440852615,0.717,0.76,4.65901886725887e-65
"164",1.29528496120796e-216,0.583619890574922,0.944,0.839,4.74087248651726e-212,"NDUFS5",3.56384893799976e-26,-0.125188720491427,0.944,0.994,1.30440434979729e-21
"165",1.72348341485085e-216,0.809991127995129,0.854,0.642,6.30812164669559e-212,"CIAO2B",2.27968641840948e-51,0.405438843783306,0.854,0.94,8.34388026002054e-47
"166",3.14235934843905e-216,1.0596937438784,0.657,0.354,1.15013494512218e-211,"CYC1",0.00131738087377536,0.23705834551528,0.657,0.795,1
"167",2.71355781865399e-214,0.800182704494374,0.831,0.58,9.93189297205548e-210,"NDUFS7",5.61533158153925e-13,-0.0804306017171148,0.831,0.956,2.05526751215918e-08
"168",1.68892498266609e-213,-0.543288562865382,0.939,0.963,6.18163432905617e-209,"CRX",8.69580017102739e-49,-0.167624194201289,0.939,0.994,3.18274982059773e-44
"169",1.64057581916405e-212,1.21049959868181,0.569,0.279,6.00467155572235e-208,"RAX",5.65092479414342e-263,-0.807181086083719,0.569,0.91,2.06829498390443e-258
"170",1.27736823890489e-211,0.898386060355133,0.748,0.457,4.6752954912158e-207,"MRPL15",0.381889938987911,0.0762671059569586,0.748,0.892,1
"171",1.99311649088606e-211,-0.726857478203629,0.816,0.878,7.29500566829206e-207,"EPB41",0.00105449940785319,0.00293138639024559,0.816,0.932,1
"172",4.21437462082653e-210,0.489180542791456,0.98,0.932,1.54250325496872e-205,"UQCR10",7.00458371424763e-61,-0.189885407730531,0.98,0.999,2.56374768525178e-56
"173",7.73359380991212e-210,-1.40163729117252,0.348,0.574,2.83057267036594e-205,"LHFPL3",0,-1.56708565882235,0.348,0.795,0
"174",1.04560153995331e-209,0.792040668125335,0.83,0.568,3.8270061963831e-205,"METTL9",0.00320927882637666,0.0245269880777383,0.83,0.953,1
"175",5.61635458951587e-209,0.790912658075859,0.832,0.589,2.0556419433087e-204,"ANAPC11",8.87541168517886e-18,0.259030062790957,0.832,0.936,3.24848943089231e-13
"176",1.16506515502311e-207,0.540917434570729,0.955,0.875,4.26425497390007e-203,"ATP5MC3",1.63364705904297e-86,-0.27021633464321,0.955,0.997,5.97931160080316e-82
"177",8.42639583498956e-206,-0.868998968474775,0.426,0.689,3.08414513956453e-201,"MT-ATP8",1.65592997678172e-83,-0.167391081622816,0.426,0.694,6.06086930801879e-79
"178",7.9816482484273e-204,0.851055408753588,0.778,0.51,2.92136307540688e-199,"LSM4",5.19604973446329e-08,0.218558173170639,0.778,0.904,0.00190180616331091
"179",4.34787253946402e-202,2.37667582050887,0.221,0.041,1.59136482816923e-197,"ADGRL3",1.07357190723281e-19,-0.231456171646342,0.221,0.314,3.9293805376628e-15
"180",6.44009769841195e-200,0.509041674044804,0.988,0.95,2.35714015859576e-195,"H2AFZ",2.1191849410805e-256,0.579573320740955,0.988,0.998,7.75642880284873e-252
"181",1.24983217511728e-198,1.60109368185129,0.363,0.127,4.57451074414677e-194,"ALK",0,-2.01903168727837,0.363,0.867,0
"182",5.51492656880168e-197,-0.740353704105023,0.741,0.848,2.0185182734471e-192,"LINC00599",0,-0.874627579486623,0.741,0.97,0
"183",6.64095815432236e-197,0.884991363154643,0.843,0.628,2.43065709406353e-192,"SCG3",0,-0.870167019903187,0.843,0.989,0
"184",1.28317580893533e-196,0.824909325505625,0.787,0.536,4.69655177828419e-192,"PRELID1",7.74316465514037e-09,0.20826340665326,0.787,0.91,0.000283407569542793
"185",1.32585281451611e-196,0.584419560844042,0.934,0.802,4.8527538864104e-192,"ATP6V0B",1.56749424977744e-07,0.129178668200867,0.934,0.987,0.00573718570361041
"186",1.85893224368421e-196,0.712411955450125,0.895,0.731,6.80387790510857e-192,"UQCC2",4.48354352931208e-118,-0.35956910748744,0.895,0.991,1.64102176716351e-113
"187",8.29410250131885e-195,0.989071676456841,0.697,0.429,3.03572445650771e-190,"GALNT13",5.13575926135134e-35,-0.192651675854244,0.697,0.85,1.8797392472472e-30
"188",5.26274199511566e-194,-0.854635784866055,0.667,0.791,1.92621619763228e-189,"MIR124-2HG",1.08986382374337e-36,-0.123190557881673,0.667,0.877,3.98901058128313e-32
