motif,observed,background,percent.observed,percent.background,fold.enrichment,pvalue,motif.name
MA1953.1,14,5786,19.17808219178082,11.572000000000001,1.6572832865348097,0.038883672677574053,FOXO1::ELF1
MA0461.2,6,1718,8.21917808219178,3.436,2.3920774395203086,0.0395404103259424,Atoh1
MA1110.2,16,6924,21.91780821917808,13.847999999999999,1.582741783591716,0.03972494869196831,Nr1H4
MA1144.1,9,3164,12.32876712328767,6.328,1.9482881041857887,0.04041819409165601,FOSL2::JUND
MA0869.2,17,7513,23.28767123287671,15.026,1.5498250521014716,0.04052804553662271,Sox11
MA1508.1,21,9870,28.767123287671232,19.74,1.4573010784027982,0.04099379010813461,IKZF1
MA0518.1,15,6390,20.54794520547945,12.78,1.6078204386134156,0.041165718052313886,Stat4
MA0088.2,11,4211,15.068493150684931,8.422,1.7891822786374887,0.041392432528342134,ZNF143
MA0681.2,14,5841,19.17808219178082,11.681999999999999,1.6416779825184749,0.041630120044565296,PHOX2B
MA1571.1,8,2685,10.95890410958904,5.37,2.0407642662176984,0.041692927933697006,TGIF2LX
MA0095.3,13,5297,17.80821917808219,10.594000000000001,1.6809721708591834,0.041995011602580526,Yy1
MA0783.1,12,4766,16.43835616438356,9.532,1.7245442891715863,0.04266435483399971,PKNOX2
MA0152.2,14,5875,19.17808219178082,11.75,1.6321772078111336,0.04339671921999352,Nfatc2
MA1938.1,14,5882,19.17808219178082,11.764,1.6302348003893932,0.043767045129795935,ERF::NHLH1
MA0512.2,10,3735,13.698630136986301,7.470000000000001,1.8338192954466266,0.04444472452467103,Rxra
MA0858.1,10,3750,13.698630136986301,7.5,1.82648401826484,0.04546572853302449,Rarb
MA0520.1,12,4820,16.43835616438356,9.64,1.7052236685045186,0.04586296165778393,Stat6
MA0867.2,14,5937,19.17808219178082,11.874,1.615132406247332,0.04675637067114489,SOX4
MA0625.2,11,4297,15.068493150684931,8.594,1.7533736503007833,0.046784373915429125,NFATC3
MA1542.1,7,2261,9.58904109589041,4.522,2.1205309809576316,0.0468001772711843,OSR1
MA1560.1,5,1345,6.8493150684931505,2.69,2.546213780108978,0.046898342148737386,SOHLH2
MA1957.1,6,1805,8.21917808219178,3.61,2.276780632186089,0.048255958383188864,HOXB2::ELK1
MA1986.1,16,7109,21.91780821917808,14.218,1.5415535391178845,0.04880515476082025,ZNF692
MA0442.2,15,6544,20.54794520547945,13.088,1.5699835884382223,0.04915252683470146,SOX10
MA1975.1,9,3289,12.32876712328767,6.578,1.8742424936588127,0.04960051608187715,ZNF214
MA0750.2,11,4351,15.068493150684931,8.702,1.7316126351051404,0.050409364808261845,ZBTB7A
MA0068.2,6,1835,8.21917808219178,3.6700000000000004,2.239558060542719,0.05151843505149283,PAX4
MA0705.1,6,1835,8.21917808219178,3.6700000000000004,2.239558060542719,0.05151843505149283,Lhx8
MA1577.1,6,1835,8.21917808219178,3.6700000000000004,2.239558060542719,0.05151843505149283,TLX2
MA0701.2,6,1835,8.21917808219178,3.6700000000000004,2.239558060542719,0.05151843505149283,LHX9
MA0075.3,6,1835,8.21917808219178,3.6700000000000004,2.239558060542719,0.05151843505149283,PRRX2
MA0644.2,6,1835,8.21917808219178,3.6700000000000004,2.239558060542719,0.05151843505149283,ESX1
MA0619.1,10,3845,13.698630136986301,7.6899999999999995,1.781356324705631,0.05230856099153287,LIN54
MA1573.2,11,4416,15.068493150684931,8.831999999999999,1.706124677387334,0.05502392535722466,Thap11
MA1103.2,10,3887,13.698630136986301,7.774,1.7621083273715334,0.05554485630676011,FOXK2
MA1472.2,13,5527,17.80821917808219,11.054,1.6110203707329644,0.055796322551069436,Bhlha15
MA0521.2,13,5547,17.80821917808219,11.094,1.6052117521256708,0.057129368337688426,Tcf12
MA1641.1,13,5548,17.80821917808219,11.096,1.6049224205193033,0.057196594603939034,MYF5
MA1579.1,15,6695,20.54794520547945,13.389999999999999,1.5345739511187044,0.05800785668238486,ZBTB26
MA0624.2,14,6129,19.17808219178082,12.258,1.5645359921504993,0.05833495921365404,Nfatc1
MA1619.1,13,5575,17.80821917808219,11.15,1.5971497020701515,0.05903246540338676,Ptf1A
MA0497.1,18,8475,24.65753424657534,16.950000000000003,1.454721784458722,0.059668528397932664,MEF2C
MA0768.2,11,4482,15.068493150684931,8.964,1.6810010208260744,0.059995885531538534,Lef1
MA0853.1,7,2399,9.58904109589041,4.798,1.9985496239871634,0.060611103881899164,Alx4
MA1606.1,11,4495,15.068493150684931,8.99,1.6761393938470446,0.061009712106868653,Foxf1
MA0006.1,15,6776,20.54794520547945,13.552,1.516229722954505,0.0631943798606688,Ahr::Arnt
MA0040.1,9,3450,12.32876712328767,6.9,1.7867778439547348,0.06335864652404163,Foxq1
MA0662.1,8,2939,10.95890410958904,5.878,1.8643933497089213,0.06427260932577042,MIXL1
MA1955.1,11,4539,15.068493150684931,9.078,1.659891292210281,0.06452629009188779,FOXO1::ELK3
MA1487.2,17,7969,23.28767123287671,15.937999999999999,1.4611413748824642,0.06477700270555543,FOXE1
MA0650.3,10,4011,13.698630136986301,8.022,1.7076327769865745,0.06587471378640358,Hoxa13
MA1636.1,9,3477,12.32876712328767,6.954000000000001,1.7729029512924461,0.06588536631481573,CEBPG
MA0748.2,6,1961,8.21917808219178,3.9219999999999997,2.0956598883711832,0.06668533844525006,YY2
MA0100.3,8,2964,10.95890410958904,5.928,1.8486680346810123,0.0668441023100793,MYB
MA1621.1,14,6278,19.17808219178082,12.556000000000001,1.527403806290285,0.06859909040680989,Rbpjl
MA1463.1,8,2981,10.95890410958904,5.962,1.8381254796358673,0.06862919479589566,ARGFX
MA1632.1,10,4045,13.698630136986301,8.09,1.6932793741639434,0.06891274106093233,ATF2
MA1137.1,9,3512,12.32876712328767,7.024,1.7552344993291102,0.0692560851880708,FOSL1::JUNB
MA0682.2,15,6875,20.54794520547945,13.750000000000002,1.49439601494396,0.06996037481730422,PITX1
MA0800.1,8,3032,10.95890410958904,6.064,1.8072071420826255,0.07416232516845923,EOMES
MA0002.2,14,6361,19.17808219178082,12.722,1.5074738399450418,0.07482005912894128,Runx1
MA1130.1,9,3578,12.32876712328767,7.156,1.7228573397551246,0.07590713861151911,FOSL2::JUN
MA0767.1,4,1097,5.47945205479452,2.194,2.497471310298323,0.07674328445051447,GCM2
MA0060.3,8,3055,10.95890410958904,6.11,1.793601327264982,0.076745194406418,NFYA
MA0481.3,10,4133,13.698630136986301,8.266,1.65722600253887,0.07719348366773068,FOXP1
MA1995.1,3,679,4.10958904109589,1.358,3.0262069522061044,0.07731571784479005,Npas4
MA1952.1,12,5250,16.43835616438356,10.5,1.5655577299412915,0.07748879863172961,FOXJ2::ELF1
MA0609.2,5,1560,6.8493150684931505,3.1199999999999997,2.1952932911837024,0.0778557940355913,CREM
MA0795.1,4,1104,5.47945205479452,2.2079999999999997,2.4816358943815766,0.078142326106899307,SMAD3
MA0786.1,10,4149,13.698630136986301,8.298,1.6508351575061824,0.07876424141683203,POU3F1
MA1620.1,14,6445,19.17808219178082,12.889999999999999,1.4878263919147263,0.08149088515112565,Ptf1A
MA0706.1,8,3097,10.95890410958904,6.194,1.7692773828848951,0.08160248143595741,MEOX2
MA0522.3,17,8225,23.28767123287671,16.45,1.4156639047341466,0.08215663990182688,TCF3
MA0056.2,13,5876,17.80821917808219,11.752,1.5153351921445022,0.08228672047236645,MZF1
MA1929.1,22,11279,30.136986301369863,22.558,1.3359777596138782,0.0823247304884641,CTCF
MA1711.1,10,4190,13.698630136986301,8.38,1.6346814005950239,0.08288134511117956,ZNF343
MA0797.1,9,3644,12.32876712328767,7.288,1.6916530081349712,0.08294602300963169,TGIF2
MA1138.1,8,3124,10.95890410958904,6.248,1.753985933032817,0.08482114767558308,FOSL2::JUNB
MA0052.4,18,8868,24.65753424657534,17.736,1.3902533968524662,0.08517006724495307,MEF2A
MA0051.1,10,4218,13.698630136986301,8.436,1.6238300304630513,0.08576929447045366,IRF2
MA0482.2,9,3675,12.32876712328767,7.35,1.6773832820799552,0.08638657187093496,GATA4
MA0038.2,10,4225,13.698630136986301,8.450000000000001,1.6211396611818105,0.0865009701507092,GFI1
MA1648.1,17,8286,23.28767123287671,16.572,1.4052420488098427,0.08672318964195597,TCF12
MA1134.1,8,3141,10.95890410958904,6.282,1.7444928541211462,0.08688630977183831,FOS::JUNB
MA1962.1,10,4237,13.698630136986301,8.474,1.6165482814475218,0.08776429471254182,POU2F1::SOX2
MA1956.1,11,4800,15.068493150684931,9.6,1.5696347031963471,0.08814755519730569,FOXO1::FLI1
MA1618.1,13,5960,17.80821917808219,11.92,1.4939781189666268,0.0897146989169746,Ptf1a
MA0788.1,10,4262,13.698630136986301,8.524,1.607065947558224,0.09043284974787255,POU3F3
MA0689.1,8,3177,10.95890410958904,6.354,1.7247252297118414,0.09135796325452736,TBX20
MA0032.2,11,4839,15.068493150684931,9.678,1.556984206518385,0.09208980126793574,FOXC1
MA1950.1,12,5417,16.43835616438356,10.834000000000001,1.5172933509676534,0.09288599828350745,FLI1::FOXI1
MA0018.4,9,3735,12.32876712328767,7.470000000000001,1.6504373659019638,0.0932901102937573,CREB1
MA0019.1,7,2676,9.58904109589041,5.351999999999999,1.7916743452710036,0.09529745976818588,Ddit3::Cebpa
MA0773.1,13,6037,17.80821917808219,12.074,1.4749229069142116,0.09689098700499767,MEF2D
MA0480.2,9,3771,12.32876712328767,7.542,1.634681400595024,0.09758686041039086,Foxo1
MA1537.1,10,4340,13.698630136986301,8.68,1.5781831955053343,0.09907708087804884,NR2F1
MA1135.1,8,3241,10.95890410958904,6.482,1.6906670949689973,0.09963669580055023,FOSB::JUNB
MA1489.1,13,6072,17.80821917808219,12.144,1.4664212103163858,0.10026962734034811,FOXN3
MA0743.2,8,3252,10.95890410958904,6.5040000000000004,1.6849483563328782,0.10110187877257493,SCRT1
MA0511.2,6,2205,8.21917808219178,4.41,1.8637592023110612,0.10280191158052364,RUNX2
MA1544.1,2,373,2.73972602739726,0.746,3.6725549965110726,0.10336261311326324,OVOL1
MA0712.2,15,7299,20.54794520547945,14.597999999999999,1.4075863272694515,0.10447312009833784,OTX2
MA1150.1,9,3835,12.32876712328767,7.670000000000001,1.60740118947688,0.10551108617668377,RORB
MA0139.1,24,12884,32.87671232876712,25.768,1.2758736544849083,0.1064391386616435,CTCF
MA0050.3,17,8528,23.28767123287671,17.055999999999997,1.3653653396386443,0.10649845006327904,Irf1
MA1468.1,7,2754,9.58904109589041,5.508,1.740929755971389,0.10674421071434886,ATOH7
MA0157.3,9,3851,12.32876712328767,7.702000000000001,1.600722815280144,0.1075490593114008,Foxo3
