motif,observed,background,percent.observed,percent.background,fold.enrichment,pvalue,motif.name
MA0528.2,36,12973,49.31506849315068,25.946,1.9006809717548248,1.5694265895066814e-5,ZNF263
MA1992.1,30,9683,41.0958904109589,19.366,2.1220639476897087,1.587980065754481e-5,Ikzf3
MA1945.1,26,7658,35.61643835616438,15.315999999999999,2.325439955351553,1.6027158165614724e-5,ETV5::FIGLA
MA1961.1,39,14773,53.42465753424658,29.546,1.8081857961905698,1.688956038191158e-5,PATZ1
MA1966.1,23,6381,31.506849315068493,12.762,2.4688018582564246,2.357782648897226e-5,TFAP4::ETV1
MA0816.1,27,8336,36.986301369863014,16.672,2.21846817237662,2.4209931551147877e-5,Ascl2
MA1596.1,43,17491,58.9041095890411,34.982,1.6838405348190812,2.5551814901292526e-5,ZNF460
MA0079.5,33,11718,45.20547945205479,23.436,1.9288905722842973,3.53603475103564e-5,SP1
MA0499.2,25,7509,34.24657534246575,15.018,2.2803685805344087,3.5360661058576504e-5,MYOD1
MA1511.2,32,11241,43.83561643835616,22.482,1.949809467056141,4.08796090793079e-5,KLF10
MA1581.1,27,8609,36.986301369863014,17.218,2.1481183279046934,4.354389467234762e-5,ZBTB6
MA1599.1,25,7643,34.24657534246575,15.286,2.2403882861746536,4.776677080561217e-5,ZNF682
MA1520.1,14,2828,19.17808219178082,5.656,3.3907500339075,5.219062716788872e-5,MAF
MA0913.2,15,3216,20.54794520547945,6.432,3.1946432222449395,5.33613037458397e-5,HOXD9
MA1585.1,12,2118,16.43835616438356,4.236,3.8806317668516432,5.3967227861347385e-5,ZKSCAN1
MA0136.3,27,8749,36.986301369863014,17.498,2.1137445062214546,5.8180132133065715e-5,Elf5
MA1965.1,40,16272,54.794520547945204,32.544000000000004,1.6837057690494468,7.187200465511858e-5,SP5
MA0163.1,28,9399,38.35616438356164,18.798000000000002,2.0404385776977145,7.498390213535795e-5,PLAG1
MA1972.1,32,11620,43.83561643835616,23.24,1.8862141324593875,8.089205694707929e-5,ZFP14
MA0493.2,36,14062,49.31506849315068,28.124,1.753487003738824,1.0083805191976631e-4,KLF1
MA1117.1,15,3413,20.54794520547945,6.8260000000000005,3.010246880380816,1.0423153462184927e-4,RELB
MA0595.1,17,4278,23.28767123287671,8.556,2.721794206741084,1.1466307505933036e-4,SREBF1
MA0591.1,19,5231,26.027397260273972,10.462,2.4878032173842453,1.3693176717552953e-4,Bach1::Mafk
MA1721.1,24,7652,32.87671232876712,15.304,2.148243095188651,1.418811207571551e-4,ZNF93
MA0080.6,33,12524,45.20547945205479,25.048,1.804754050305605,1.4268304874000373e-4,Spi1
MA1652.1,31,11409,42.465753424657535,22.817999999999998,1.8610637840589683,1.4791030847311235e-4,ZKSCAN5
MA1993.1,23,7233,31.506849315068493,14.466000000000001,2.1779931781465844,1.6841474123540658e-4,Neurod2
MA0697.2,33,12652,45.20547945205479,25.304,1.7864953940900565,1.7552273672208303e-4,Zic3
MA0860.1,19,5344,26.027397260273972,10.688,2.4351980969567713,1.8128352249204333e-4,Rarg
MA0073.1,32,12190,43.83561643835616,24.38,1.798015440457595,2.106219100453671e-4,RREB1
MA1123.2,20,5891,27.397260273972602,11.782,2.3253488604627908,2.1837571327916038e-4,TWIST1
MA0814.2,26,8939,35.61643835616438,17.878,1.9921936657436168,2.3227842778426246e-4,TFAP2C
MA1987.1,34,13557,46.57534246575342,27.114,1.717759919810925,2.8870413236307854e-4,ZNF701
MA0908.1,8,1166,10.95890410958904,2.332,4.699358537559623,3.0047907013503063e-4,HOXD11
MA0471.2,27,9683,36.986301369863014,19.366,1.9098575529207382,3.366948852974471e-4,E2F6
MA1628.1,32,12527,43.83561643835616,25.054,1.7496454234196601,3.5747143340329675e-4,Zic1::Zic2
MA0651.2,7,905,9.58904109589041,1.81,5.297812760160448,3.5933698299720894e-4,HOXC11
MA0633.2,22,7106,30.136986301369863,14.212,2.1205309809576316,3.6185123667471526e-4,Twist2
MA1684.1,19,5671,26.027397260273972,11.342,2.2947802204438346,3.891738352600703e-4,Foxn1
MA0496.3,23,7665,31.506849315068493,15.329999999999998,2.0552413121375404,3.9960054558624665e-4,MAFK
MA0149.1,37,15640,50.68493150684932,31.28,1.620362260449147,4.272474990665598e-4,EWSR1-FLI1
MA1997.1,21,6698,28.767123287671232,13.395999999999999,2.14744127259415,4.356190555285405e-4,Olig2
MA1515.1,27,9869,36.986301369863014,19.738,1.8738626694631175,4.6171530996995375e-4,KLF2
MA1531.1,17,4813,23.28767123287671,9.626,2.4192469595758066,4.655778631376672e-4,NR1D1
MA0500.2,20,6240,27.397260273972602,12.479999999999999,2.1952932911837024,4.686750328565905e-4,MYOG
MA0707.2,10,1921,13.698630136986301,3.842,3.56549456975177,4.6878014489407424e-4,MNX1
MA1713.1,19,5760,26.027397260273972,11.52,2.259322678843227,4.735992605145112e-4,ZNF610
MA1656.1,21,6798,28.767123287671232,13.596,2.1158519629060923,5.323153871395265e-4,ZNF449
MA0736.1,14,3551,19.17808219178082,7.102,2.700377667105156,5.553913756098845e-4,GLIS2
MA0899.1,15,4004,20.54794520547945,8.008,2.56592722346147,5.847237454639995e-4,HOXA10
MA1712.1,26,9484,35.61643835616438,18.968,1.8777118492284046,6.036083494326269e-4,ZNF454
MA0746.2,24,8415,32.87671232876712,16.830000000000002,1.9534588430639999,6.07836688016053e-4,SP3
MA0029.1,14,3594,19.17808219178082,7.188,2.668069308817588,6.257751898912771e-4,Mecom
MA0694.1,10,2001,13.698630136986301,4.002,3.4229460612159675,6.430399570264354e-4,ZBTB7B
MA0501.1,16,4531,21.91780821917808,9.062000000000001,2.4186502117830586,7.10187819494327e-4,MAF::NFE2
MA1948.1,10,2033,13.698630136986301,4.066,3.369067913671004,7.263687750365597e-4,ETV5::HOXA2
MA1529.1,19,5972,26.027397260273972,11.944,2.1791189936599102,7.420744899880132e-4,NHLH2
MA0146.2,28,10738,38.35616438356164,21.476,1.786001321640978,7.641677042707933e-4,Zfx
MA1627.1,32,13050,43.83561643835616,26.1,1.6795255340366344,7.724006048861937e-4,Wt1
MA0906.1,7,1031,9.58904109589041,2.062,4.650359406348405,7.761594170893395e-4,HOXC12
MA0502.2,14,3694,19.17808219178082,7.388,2.595842202460858,8.195022837261818e-4,NFYB
MA1633.2,14,3699,19.17808219178082,7.398000000000001,2.5923333592566666,8.30397540130964e-4,BACH1
MA0842.2,13,3273,17.80821917808219,6.546,2.720473446086494,8.399087095221832e-4,NRL
MA1473.1,12,2862,16.43835616438356,5.724,2.871830217397547,8.534587604867962e-4,CDX4
MA0003.4,24,8638,32.87671232876712,17.276,1.9030280347746655,8.924434808212858e-4,TFAP2A
MA0739.1,15,4181,20.54794520547945,8.362,2.4573003115856795,9.14073424127771e-4,Hic1
MA1999.1,22,7624,30.136986301369863,15.248000000000001,1.9764550302577295,0.00096073806161400105,Prdm5
MA1623.1,29,11492,39.726027397260275,22.983999999999998,1.7284209622894309,0.001010322696530453,Stat2
MA1969.1,24,8729,32.87671232876712,17.458000000000002,1.8831889293600135,0.0010387382261964635,THRA
MA0813.1,17,5279,23.28767123287671,10.558,2.205689641302966,0.0013209291547109695,TFAP2B
MA0745.2,19,6265,26.027397260273972,12.53,2.0772064852573005,0.001325760031425171,SNAI2
MA0102.4,12,3022,16.43835616438356,6.0440000000000005,2.7197809669727926,0.0013634532310808107,CEBPA
MA0517.1,24,8941,32.87671232876712,17.882,1.8385366473977809,0.0014637411065960369,STAT1::STAT2
MA1708.1,14,3929,19.17808219178082,7.858,2.4405805792543678,0.0014839696302862662,ETV7
MA1116.1,23,8409,31.506849315068493,16.817999999999998,1.8734004825228028,0.0014845020501969392,RBPJ
MA0810.1,19,6331,26.027397260273972,12.662,2.055551829116567,0.001501731770994465,TFAP2A
MA1730.1,21,7367,28.767123287671232,14.734,1.9524313348494118,0.0015278864658112687,ZNF708
MA0089.2,15,4404,20.54794520547945,8.808,2.3328729797319996,0.0015439322075226597,MAFG::NFE2L1
MA0857.1,18,5867,24.65753424657534,11.734,2.1013749997081423,0.0016095459990572724,Rarb
MA0911.1,7,1171,9.58904109589041,2.342,4.094381338979679,0.0016147098087309158,Hoxa11
MA0150.2,16,4903,21.91780821917808,9.806,2.2351425881274816,0.001642256016613665,Nfe2l2
MA1629.1,29,11886,39.726027397260275,23.772,1.6711268465951656,0.0017641240385808006,Zic2
MA0476.1,14,4003,19.17808219178082,8.006,2.395463676215441,0.0017698104057183388,FOS
MA0071.1,14,4008,19.17808219178082,8.016,2.3924753233259506,0.0017906834605674298,RORA
MA0687.1,17,5455,23.28767123287671,10.91,2.1345253192370954,0.001887863306921171,SPIC
MA1559.1,20,6996,27.397260273972602,13.991999999999999,1.9580660573165096,0.001979026250689284,SNAI3
MA0670.1,13,3611,17.80821917808219,7.222,2.4658292963281903,0.002042321321914748,NFIA
MA0815.1,15,4572,20.54794520547945,9.144,2.2471506130226873,0.0022324926044291937,TFAP2C
MA0099.3,13,3652,17.80821917808219,7.303999999999999,2.4381461087188105,0.002255941300463738,FOS::JUN
MA1954.1,18,6050,24.65753424657534,12.1,2.0378127476508547,0.0022726542935960483,FOXO1::ELK1
MA0645.1,12,3227,16.43835616438356,6.454,2.54700281443811,0.0023656081539940067,ETV6
MA0490.2,12,3227,16.43835616438356,6.454,2.54700281443811,0.0023656081539940067,JUNB
MA0074.1,10,2390,13.698630136986301,4.78,2.8658222043904393,0.002426922203854854,RXRA::VDR
MA0878.3,11,2818,15.068493150684931,5.636,2.6736148244650337,0.002511000049559457,CDX1
MA1982.1,17,5603,23.28767123287671,11.206000000000001,2.0781430691483767,0.0025133688787848402,ZNF574
MA1973.1,17,5605,23.28767123287671,11.21,2.0774015372771375,0.0025228933045868484,ZKSCAN3
MA1936.1,17,5620,23.28767123287671,11.24,2.0718568712523764,0.0025953027116056254,ERF::FOXO1
MA0527.1,7,1275,9.58904109589041,2.55,3.7604082728982005,0.0026028338838195797,ZBTB33
MA1631.1,25,9884,34.24657534246575,19.768,1.732424895915912,0.002629091931887716,ASCL1
MA0477.2,13,3732,17.80821917808219,7.4639999999999995,2.3858814547269818,0.0027262658769692653,FOSL1
MA1726.1,24,9423,32.87671232876712,18.846,1.7444928541211462,0.0030292583991504236,ZNF331
MA1593.1,19,6749,26.027397260273972,13.498,1.9282410179488794,0.00315194187913263,ZNF317
MA0154.4,22,8349,30.136986301369863,16.698,1.8048261050047827,0.00315877510451937,EBF1
MA0130.1,29,12333,39.726027397260275,24.666,1.610558152811979,0.0031818784789440645,ZNF354C
MA0733.1,14,4272,19.17808219178082,8.544,2.244625724693448,0.003226968211943013,EGR4
MA1650.1,13,3806,17.80821917808219,7.611999999999999,2.339492797961402,0.0032307206126372004,ZBTB14
MA1485.1,16,5258,21.91780821917808,10.516,2.084234330465774,0.00334616801224354,FERD3L
MA0144.2,20,7321,27.397260273972602,14.642,1.871141939214083,0.003399814726975483,STAT3
MA0159.1,15,4777,20.54794520547945,9.554,2.1507164753484878,0.0034051722896083856,RARA::RXRA
MA0665.1,16,5268,21.91780821917808,10.536,2.0802779251307975,0.003410075038305733,MSC
MA0873.1,6,999,8.21917808219178,1.9980000000000002,4.113702743839729,0.0034254316570796156,HOXD12
MA1725.1,20,7353,27.397260273972602,14.706,1.86299879463978,0.0035776764995634636,ZNF189
MA1719.1,20,7356,27.397260273972602,14.712,1.8622390072031405,0.003594747600067168,ZNF816
MA1102.2,24,9545,32.87671232876712,19.09,1.7221955122455275,0.0036019761023506867,CTCFL
MA0155.1,20,7371,27.397260273972602,14.741999999999999,1.858449347033822,0.003681140990662069,INSM1
MA0859.1,17,5819,23.28767123287671,11.638,2.001002855548781,0.0037343548390960067,Rarg
MA0494.1,16,5328,21.91780821917808,10.656,2.0568513719198647,0.0038152768213722127,Nr1h3::Rxra
MA0148.4,13,3889,17.80821917808219,7.7780000000000005,2.289562763960168,0.003885353674073208,FOXA1
MA1494.1,11,2990,15.068493150684931,5.9799999999999995,2.519814908141293,0.003948972644972897,HNF4A
MA0081.2,26,10761,35.61643835616438,21.522,1.6548851573350238,0.004006794410857453,SPIB
MA0524.2,16,5377,21.91780821917808,10.754,2.038107515266699,0.004175207291882472,TFAP2C
MA0489.2,14,4432,19.17808219178082,8.863999999999999,2.163592305029425,0.004488786310651463,Jun
MA0597.2,27,11457,36.986301369863014,22.914,1.6141355228184957,0.004647487487087039,THAP1
MA0695.1,9,2212,12.32876712328767,4.424,2.7867918452277736,0.004835641068018899,ZBTB7C
MA1589.1,14,4480,19.17808219178082,8.959999999999999,2.1404109589041096,0.004937783467472421,ZNF140
MA1516.1,17,5980,23.28767123287671,11.959999999999999,1.9471297017455447,0.004937819829863259,KLF3
MA1565.1,17,6025,23.28767123287671,12.049999999999999,1.9325868243051214,0.005326554582848887,TBX18
MA0065.2,22,8733,30.136986301369863,17.466,1.7254658365607387,0.005515251343987298,Pparg::Rxra
MA0491.2,11,3136,15.068493150684931,6.272,2.4025020967291026,0.005634013538028558,JUND
MA0729.1,15,5060,20.54794520547945,10.12,2.0304293681303807,0.005825599935920128,RARA
MA1567.2,15,5063,20.54794520547945,10.126,2.0292262695515952,0.005857295275749415,Tbx6
MA0037.4,12,3616,16.43835616438356,7.231999999999999,2.2730027882167536,0.005910064134451725,Gata3
MA1155.1,17,6099,23.28767123287671,12.198,1.9091384844135686,0.006020708829864305,ZSCAN4
MA1548.1,15,5100,20.54794520547945,10.2,2.0145044319097503,0.006259924533044693,PLAGL2
MA1970.1,12,3648,16.43835616438356,7.295999999999999,2.2530641672674836,0.00632994242647503,TRPS1
MA1728.1,25,10545,34.24657534246575,21.09,1.6238300304630513,0.006373038976778714,ZNF549
MA1101.2,10,2761,13.698630136986301,5.522,2.4807370766001995,0.006690933870130712,BACH2
MA1600.1,16,5651,21.91780821917808,11.302,1.9392858095184995,0.006745360859719716,ZNF684
MA1980.1,18,6736,24.65753424657534,13.472000000000001,1.8302801548823737,0.00717394456766184,ZNF418
MA1988.1,15,5178,20.54794520547945,10.356,1.9841584787060111,0.007182804850823992,Atf3
MA1132.1,10,2797,13.698630136986301,5.593999999999999,2.4488076755427786,0.00730557745620566,JUN::JUNB
MA1967.1,18,6757,24.65753424657534,13.514000000000001,1.8245918489400133,0.007406660727505583,TFAP4::FLI1
MA1503.1,6,1178,8.21917808219178,2.3560000000000003,3.4886154848012643,0.007531063512189191,HOXB9
MA1578.1,13,4213,17.80821917808219,8.426,2.1134843553384988,0.007555733169076474,VEZF1
MA0048.2,18,6785,24.65753424657534,13.569999999999999,1.817062214191256,0.0077265697850412325,NHLH1
MA0506.2,12,3751,16.43835616438356,7.502000000000001,2.191196502850381,0.00784567510586413,Nrf1
MA1651.1,14,4728,19.17808219178082,9.456000000000001,2.0281389796722524,0.007879007566376882,ZFP42
MA1151.1,12,3758,16.43835616438356,7.516,2.1871149766343216,0.007958294140881313,RORC
MA1517.1,17,6274,23.28767123287671,12.548,1.855887092196104,0.007962584049276371,KLF6
MA0623.2,7,1586,9.58904109589041,3.1719999999999997,3.0230268272037866,0.008419817422194461,NEUROG1
MA0646.1,7,1588,9.58904109589041,3.1759999999999997,3.019219488630482,0.00847510707120984,GCM1
MA0101.1,12,3791,16.43835616438356,7.582,2.168076518647265,0.008506585187407758,REL
MA0778.1,12,3794,16.43835616438356,7.588,2.1663621724279865,0.008557873738882813,NFKB2
MA0846.1,17,6335,23.28767123287671,12.67,1.8380166718924003,0.008749113872552049,FOXC2
MA0852.2,12,3817,16.43835616438356,7.634,2.153308378881787,0.008959252947006086,FOXK1
MA0820.1,15,5310,20.54794520547945,10.620000000000001,1.9348347651110591,0.008994003722898476,FIGLA
MA1638.1,18,6908,24.65753424657534,13.816,1.7847086165732007,0.009269127368092305,HAND2
MA0495.3,14,4820,19.17808219178082,9.64,1.9894276132552717,0.00927539600257998,MAFF
MA0066.1,11,3367,15.068493150684931,6.734,2.237673470550183,0.009420198128058005,PPARG
MA0905.1,7,1622,9.58904109589041,3.2439999999999998,2.955931287265848,0.009456717689435384,HOXC10
MA0684.2,12,3848,16.43835616438356,7.696,2.135961040070629,0.009523573094858533,RUNX3
MA1128.1,12,3850,16.43835616438356,7.7,2.134851449919943,0.009560918938663452,FOSL1::JUN
MA0863.1,9,2465,12.32876712328767,4.93,2.5007641223707244,0.009571716195993044,MTF1
MA0811.1,15,5358,20.54794520547945,10.716000000000001,1.9175014189510498,0.00973723373425955,TFAP2B
MA1483.2,9,2473,12.32876712328767,4.946,2.4926743071750246,0.009764397139467262,ELF2
MA1418.1,16,5888,21.91780821917808,11.776,1.8612269207861822,0.009899631224114904,IRF3
MA0771.1,10,2929,13.698630136986301,5.858,2.338448299246552,0.009944029506412643,HSF4
MA1724.1,12,3882,16.43835616438356,7.764,2.1172534987614062,0.01017426809051296,Rfx6
MA0872.1,14,4879,19.17808219178082,9.758,1.965370177472927,0.010270355804302819,TFAP2A
MA1470.1,6,1260,8.21917808219178,2.52,3.2615786040443573,0.01028459036941187,BACH2
MA0508.3,22,9234,30.136986301369863,18.468,1.6318489441937332,0.010668838730192663,PRDM1
MA1971.1,5,918,6.8493150684931505,1.836,3.7305637627958337,0.011104281495495921,ZBED2
MA1114.1,18,7035,24.65753424657534,14.069999999999999,1.7524899962029385,0.011116436237254555,PBX3
MA0812.1,15,5446,20.54794520547945,10.892,1.8865171874292557,0.011227267456745831,TFAP2B
MA0486.2,10,2988,13.698630136986301,5.976,2.292274119308283,0.01133715864852541,HSF1
MA0657.1,10,2997,13.698630136986301,5.994,2.2853904132442944,0.011562169282063224,KLF13
MA0832.1,13,4446,17.80821917808219,8.892,2.0027237042377632,0.011607740945834263,Tcf21
MA1654.1,19,7616,26.027397260273972,15.232000000000001,1.7087314377805916,0.011630127622450836,ZNF16
MA0641.1,9,2559,12.32876712328767,5.118,2.408903306621272,0.012027099440324164,ELF4
MA1142.1,11,3488,15.068493150684931,6.976,2.1600477566922205,0.01207139358205715,FOSL1::JUND
MA0851.1,15,5494,20.54794520547945,10.988000000000001,1.8700350569238668,0.012113469299903744,Foxj3
MA0137.3,14,4982,19.17808219178082,9.964,1.924737273362186,0.012209213762359191,STAT1
MA1569.1,14,4993,19.17808219178082,9.986,1.9204969148588844,0.012432265375246382,TFAP2E
MA0830.2,21,8789,28.767123287671232,17.578,1.636541317992447,0.012451521235290945,TCF4
MA1141.1,12,3995,16.43835616438356,7.99,2.0573662283333616,0.012590442109554843,FOS::JUND
MA0463.2,10,3055,13.698630136986301,6.11,2.2420016590812275,0.01309518538035887,BCL6
MA1977.1,16,6074,21.91780821917808,12.148,1.8042318257472902,0.013129203130712625,ZNF324
MA0854.1,9,2597,12.32876712328767,5.194,2.3736555878489933,0.013144103486208723,Alx1
MA0883.1,13,4520,17.80821917808219,9.04,1.9699357497878531,0.013200927595443803,Dmbx1
MA1634.1,13,4524,17.80821917808219,9.048,1.968193985199181,0.013291673041447297,BATF
MA0131.2,7,1735,9.58904109589041,3.47,2.7634124195649594,0.0133239265572333,HINFP
MA0632.2,8,2161,10.95890410958904,4.322,2.5356094654301344,0.013384020120658173,TCFL5
MA1109.1,21,8858,28.767123287671232,17.716,1.6237933668814197,0.013560581666117526,NEUROD1
MA0593.1,14,5050,19.17808219178082,10.100000000000001,1.8988200189881999,0.013640028749462898,FOXP2
MA0671.1,11,3560,15.068493150684931,7.12,2.116361397568108,0.013901847260421075,NFIX
MA0462.2,13,4555,17.80821917808219,9.11,1.9547990316226336,0.014011564142085958,BATF::JUN
MA1108.2,13,4572,17.80821917808219,9.144,1.9475305312863287,0.014419026280259874,MXI1
MA0782.2,16,6160,21.91780821917808,12.32,1.7790428749332858,0.014881513857498517,PKNOX1
MA1649.1,13,4594,17.80821917808219,9.188,1.9382040899088147,0.01495993325615118,ZBTB12
MA0772.1,13,4600,17.80821917808219,9.2,1.9356759976176294,0.015110150555281235,IRF7
MA0735.1,7,1782,9.58904109589041,3.5639999999999996,2.690527804683056,0.015228888445990059,GLIS1
MA2002.1,17,6720,23.28767123287671,13.44,1.7327136333985649,0.015289974214449527,Zfp335
MA1546.1,5,997,6.8493150684931505,1.994,3.4349624215111088,0.015380553512360453,PAX3
MA0698.1,16,6184,21.91780821917808,12.368,1.77213843945489,0.015402143810231833,ZBTB18
MA0151.1,35,17512,47.94520547945205,35.024,1.3689243227344692,0.015460626281857417,Arid3a
MA1532.2,12,4116,16.43835616438356,8.232000000000001,1.9968848596189939,0.0156485317269601,NR1D2
MA1149.1,13,4627,17.80821917808219,9.254,1.924380719481542,0.015800651946211025,RARA::RXRG
MA1637.1,18,7295,24.65753424657534,14.59,1.6900297633019425,0.015827093514465783,EBF3
MA1122.1,10,3158,13.698630136986301,6.315999999999999,2.168877475773639,0.016192232185673387,TFDP1
MA1587.1,26,11966,35.61643835616438,23.932000000000002,1.4882349304765325,0.01652236463302996,ZNF135
MA0472.2,9,2699,12.32876712328767,5.398,2.283950930583118,0.016526823630762157,EGR2
MA0259.1,5,1023,6.8493150684931505,2.046,3.347661323799194,0.016999843646495514,ARNT::HIF1A
MA1493.1,8,2261,10.95890410958904,4.522,2.4234639782372933,0.017136566633515843,HES6
MA1635.1,18,7357,24.65753424657534,14.713999999999999,1.6757872941807357,0.017156899718399714,BHLHE22
MA0751.1,15,5727,20.54794520547945,11.454,1.7939536585890912,0.017233445606326843,ZIC4
MA0696.1,16,6280,21.91780821917808,12.559999999999999,1.7450484250937965,0.017629962435517704,ZIC1
MA1990.1,15,5743,20.54794520547945,11.486,1.7889557030715175,0.017638886853667265,Gli1
MA1934.1,14,5215,19.17808219178082,10.43,1.8387423002666174,0.017660224073970495,ERF::FIGLA
MA1715.1,17,6832,23.28767123287671,13.664000000000001,1.7043084918674407,0.017787145639745552,ZNF707
MA0660.1,14,5225,19.17808219178082,10.45,1.8352231762469686,0.017930494090164156,MEF2B
MA1978.1,20,8532,27.397260273972602,17.064,1.6055590877855486,0.018219541296813815,ZNF354A
MA0485.2,5,1042,6.8493150684931505,2.084,3.28661951463203,0.01825258610965373,HOXC9
MA0105.4,11,3728,15.068493150684931,7.456,2.0209888882356397,0.018994959848289625,NFKB1
MA0796.1,11,3731,15.068493150684931,7.462000000000001,2.019363863667238,0.019097123987130142,TGIF1
MA1942.1,14,5274,19.17808219178082,10.548,1.818172373130529,0.019301339571693894,ETV2::FOXI1
MA1616.1,15,5833,20.54794520547945,11.666,1.7613530949322347,0.020059709451373788,Prdm15
MA1642.1,20,8614,27.397260273972602,17.227999999999998,1.5902751494063505,0.02007256243082912,NEUROG2
MA0107.1,12,4267,16.43835616438356,8.534,1.9262193771248604,0.020229288550482682,RELA
MA1467.2,20,8628,27.397260273972602,17.256,1.5876947307587275,0.02040334684251049,Atoh1
MA1644.1,10,3286,13.698630136986301,6.572,2.084392899724026,0.020771218141263308,NFYC
MA1491.2,12,4320,16.43835616438356,8.64,1.9025875190258748,0.022056452884766882,GLI3
MA0730.1,12,4358,16.43835616438356,8.716,1.8859977242294128,0.023440921975982156,RARA
MA1941.1,15,5946,20.54794520547945,11.892,1.727879684281824,0.023453919437883285,ETV2::FIGLA
MA0606.2,17,7063,23.28767123287671,14.126,1.6485679762761372,0.023944959132566782,Nfat5
MA1604.1,17,7075,23.28767123287671,14.149999999999999,1.6457718185778596,0.02430487880935736,Ebf2
MA0117.2,11,3881,15.068493150684931,7.762,1.9413157885448251,0.024751231435500703,Mafb
MA1624.1,13,4933,17.80821917808219,9.866,1.8050090389298794,0.025441574552033244,Stat5a
MA1943.1,6,1556,8.21917808219178,3.1119999999999997,2.6411240624009578,0.026165148877747235,ETV2::HOXB13
MA1946.1,12,4444,16.43835616438356,8.888,1.849500018495,0.02681318775361285,ETV5::FOXI1
MA0478.1,11,3930,15.068493150684931,7.86,1.9171110878734008,0.026841714892898053,FOSL2
MA0907.1,7,2003,9.58904109589041,4.006,2.3936697693186244,0.026852517351534766,HOXC13
MA0258.2,14,5520,19.17808219178082,11.04,1.7371451260671034,0.027438102351943643,ESR2
MA0668.2,20,8898,27.397260273972602,17.796,1.5395178845792652,0.027668108080339236,Neurod2
MA1154.1,11,3950,15.068493150684931,7.9,1.9074041962892316,0.02773116509216301,ZNF282
MA1597.1,16,6632,21.91780821917808,13.264000000000001,1.6524282433035342,0.02802113793086427,ZNF528
MA0835.2,12,4479,16.43835616438356,8.958,1.8350475736083456,0.02828385839965245,BATF3
MA1714.1,15,6092,20.54794520547945,12.184000000000001,1.686469567094505,0.028470111776012302,ZNF675
MA0841.1,9,2971,12.32876712328767,5.942,2.074851417584596,0.028655222104625525,NFE2
MA1683.1,11,3973,15.068493150684931,7.946000000000001,1.8963620879291379,0.028780478461553266,FOXA3
MA1928.1,12,4492,16.43835616438356,8.984,1.8297368838361041,0.028844988586677348,BNC2
MA0734.3,15,6103,20.54794520547945,12.206,1.6834298873897633,0.028878459693358095,Gli2
MA0596.1,12,4495,16.43835616438356,8.99,1.8285157023785938,0.028975636601841184,SREBF2
MA0672.1,9,2982,12.32876712328767,5.9639999999999995,2.0671977067886775,0.0292508986611147,NKX2-3
MA0714.1,14,5568,19.17808219178082,11.136,1.7221697370492837,0.029288508476521678,PITX3
MA0667.1,10,3491,13.698630136986301,6.981999999999999,1.9619922854463339,0.03000151529876725,MYF6
MA1935.1,13,5057,17.80821917808219,10.113999999999999,1.760749374933972,0.03040591824709891,ERF::FOXI1
MA0115.1,10,3508,13.698630136986301,7.016,1.9524843410755846,0.03088075997109574,NR1H2::RXRA
MA0519.1,14,5610,19.17808219178082,11.219999999999999,1.7092764876810003,0.030982830349605823,Stat5a::Stat5b
MA1558.1,18,7851,24.65753424657534,15.702,1.5703435388215095,0.031172198533053593,SNAI1
MA1561.1,5,1203,6.8493150684931505,2.406,2.846764367619763,0.03136622170070963,SOX12
MA0880.1,8,2539,10.95890410958904,5.078,2.1581142397772823,0.031506938783355226,Dlx3
MA1506.1,5,1209,6.8493150684931505,2.418,2.8326365047531636,0.03194520078238669,HOXD10
MA0737.1,9,3030,12.32876712328767,6.0600000000000005,2.0344500203445,0.03195327592712633,GLIS3
MA0465.2,11,4049,15.068493150684931,8.097999999999999,1.8607672450833457,0.03245385360788791,CDX2
MA1540.2,16,6752,21.91780821917808,13.504,1.6230604427708888,0.03246264778427115,NR5A1
MA0909.3,10,3538,13.698630136986301,7.0760000000000005,1.9359285100319814,0.03247716391851894,Hoxd13
MA0836.2,8,2555,10.95890410958904,5.11,2.1445996300565637,0.032529116183033634,CEBPD
MA1555.1,7,2088,9.58904109589041,4.176,2.2962263160657113,0.03261567525541814,RXRB
MA0047.3,11,4064,15.068493150684931,8.128,1.8538992557437168,0.03321708103972978,FOXA2
MA1584.1,14,5665,19.17808219178082,11.33,1.6926815703248739,0.03331060989076643,ZIC5
MA1104.2,10,3570,13.698630136986301,7.140000000000001,1.9185756494378572,0.034243978769362075,GATA6
MA0731.1,10,3578,13.698630136986301,7.156,1.9142859330612496,0.034696136004718665,BCL6B
MA0653.1,10,3586,13.698630136986301,7.172000000000001,1.9100153565234663,0.035152510619335456,IRF9
MA1106.1,5,1242,6.8493150684931505,2.484,2.7573732159795292,0.03524994747083386,HIF1A
MA0770.1,9,3085,12.32876712328767,6.17,1.998179436513399,0.035260572996584846,HSF2
MA0728.1,15,6279,20.54794520547945,12.558,1.6362434468449953,0.03602859410708835,Nr2F6
MA1655.1,14,5737,19.17808219178082,11.474,1.6714382248370943,0.0365503550923001,ZNF341
MA0774.1,10,3626,13.698630136986301,7.252,1.888945137477427,0.037498260404430606,MEIS2
MA0677.1,11,4152,15.068493150684931,8.304,1.8146065932905746,0.037956850635963824,Nr2f6
MA0879.2,7,2164,9.58904109589041,4.328,2.2155825082926084,0.03843058145456515,DLX1
